,Username,Rating,Posted At,Product Categories,Review Text,Shop's response,Likes,Page,Class,Probability
47,kimphu1711,5,2023-03-02 11:15,,"Công dụng: giai doc gan
Đối tượng sử dụng: người lớn
Đóng gói kĩ, giao hàng nhanh. Thuốc có tác dụng tốt, hiệu quả, đáng tin cậy.","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,8,1,0.9600089
48,vothihonglyntpt,5,2023-02-28 13:00,,Mỗi lốc tặng 1 hộp đựng trang sức. Giá tầm 300k là giá tốt nhất biwax giờ mình mua rồi ak,"Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,9,1,0.99996996
49,k*****n,5,2021-05-11 10:07,,Giao nhanh đóng gói cẩn thận sẽ ủng hộ shop những lần tiếp theo tks shop,,0,9,1,0.9999999
50,tram_anh.0108,5,2021-04-23 23:47,,"Shop giao đúng mẫu mã, mua đồ thanh lí ib mình có fix
Nhập mã shopback để nhận hàng tiền 20k nẻ xB0NrC",,0,9,1,0.8566285
51,bietkhong11,5,2021-04-26 12:04,,"Giao hàng nhanh đúng hẹn, shop đóng gói quá kỹ tư vấn nhiệt tình như người nhà

",,0,9,0,7.7389406e-05
52,cookie_ngan_11,5,2021-04-20 18:05,,Giao hàng nhanh mình thấy mua trên shop Pi rẻ hơn mua trên các chỗ khác,,0,9,0,0.025014685
53,mymeolee,5,2021-05-19 11:56,,"Giao hàng nhanh, đóng gói cẩn thận, nếu sử dụng tốt sẽ mua tiếp ",,0,9,0,0.016714325
54,vothihonglyntpt,5,2023-02-28 13:00,,Mỗi lốc tặng 1 hộp đựng trang sức. Giá tầm 300k là giá tốt nhất biwax giờ mình mua rồi ak,"Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,10,1,0.99996996
55,k*****n,5,2021-05-11 10:07,,Giao nhanh đóng gói cẩn thận sẽ ủng hộ shop những lần tiếp theo tks shop,,0,10,1,0.9999999
56,tram_anh.0108,5,2021-04-23 23:47,,"Shop giao đúng mẫu mã, mua đồ thanh lí ib mình có fix
Nhập mã shopback để nhận hàng tiền 20k nẻ xB0NrC",,0,10,1,0.8566285
57,bietkhong11,5,2021-04-26 12:04,,"Giao hàng nhanh đúng hẹn, shop đóng gói quá kỹ tư vấn nhiệt tình như người nhà

",,0,10,0,7.7389406e-05
58,cookie_ngan_11,5,2021-04-20 18:05,,Giao hàng nhanh mình thấy mua trên shop Pi rẻ hơn mua trên các chỗ khác,,0,10,0,0.025014685
59,mymeolee,5,2021-05-19 11:56,,"Giao hàng nhanh, đóng gói cẩn thận, nếu sử dụng tốt sẽ mua tiếp ",,0,10,0,0.016714325
60,vothihonglyntpt,5,2023-02-28 13:00,,Mỗi lốc tặng 1 hộp đựng trang sức. Giá tầm 300k là giá tốt nhất biwax giờ mình mua rồi ak,"Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,11,1,0.99996996
61,k*****n,5,2021-05-11 10:07,,Giao nhanh đóng gói cẩn thận sẽ ủng hộ shop những lần tiếp theo tks shop,,0,11,1,0.9999999
62,tram_anh.0108,5,2021-04-23 23:47,,"Shop giao đúng mẫu mã, mua đồ thanh lí ib mình có fix
Nhập mã shopback để nhận hàng tiền 20k nẻ xB0NrC",,0,11,1,0.8566285
63,bietkhong11,5,2021-04-26 12:04,,"Giao hàng nhanh đúng hẹn, shop đóng gói quá kỹ tư vấn nhiệt tình như người nhà

",,0,11,0,7.7389406e-05
64,cookie_ngan_11,5,2021-04-20 18:05,,Giao hàng nhanh mình thấy mua trên shop Pi rẻ hơn mua trên các chỗ khác,,0,11,0,0.025014685
65,mymeolee,5,2021-05-19 11:56,,"Giao hàng nhanh, đóng gói cẩn thận, nếu sử dụng tốt sẽ mua tiếp ",,0,11,0,0.016714325
66,vothihonglyntpt,5,2023-02-28 13:00,,Mỗi lốc tặng 1 hộp đựng trang sức. Giá tầm 300k là giá tốt nhất biwax giờ mình mua rồi ak,"Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,12,1,0.99996996
67,k*****n,5,2021-05-11 10:07,,Giao nhanh đóng gói cẩn thận sẽ ủng hộ shop những lần tiếp theo tks shop,,0,12,1,0.9999999
68,tram_anh.0108,5,2021-04-23 23:47,,"Shop giao đúng mẫu mã, mua đồ thanh lí ib mình có fix
Nhập mã shopback để nhận hàng tiền 20k nẻ xB0NrC",,0,12,1,0.8566285
69,bietkhong11,5,2021-04-26 12:04,,"Giao hàng nhanh đúng hẹn, shop đóng gói quá kỹ tư vấn nhiệt tình như người nhà

",,0,12,0,7.7389406e-05
70,cookie_ngan_11,5,2021-04-20 18:05,,Giao hàng nhanh mình thấy mua trên shop Pi rẻ hơn mua trên các chỗ khác,,0,12,0,0.025014685
71,mymeolee,5,2021-05-19 11:56,,"Giao hàng nhanh, đóng gói cẩn thận, nếu sử dụng tốt sẽ mua tiếp ",,0,12,0,0.016714325
72,s*****7,5,2021-10-26 14:08,,Sản phẩm tốt và chất lượng đóng gói kĩ càng và giao hàng khá nhanh chóng,,0,13,0,0.0045639407
73,phuonghoang1368,5,2022-05-26 21:04,,Chất lượng ok đã mua nhiều lần sẽ ủng hộ thêm okokok okokok okokkk,,0,13,1,1.0
74,hiendieu_94,5,2022-03-04 16:44,,Bạn mình uống thấy có đỡ mệt hơn xíu. Chắc tại uống nhiều quá nên hôm sau vẫn còn hơi mệt. Nhưng giảm nhẹ hơn là okila rồi,,0,13,0,4.3880727e-10
