,Username,Rating,Posted At,Product Categories,Review Text,Shop's response,Likes,Page,Class,Probability
752,huehan240698,5,2019-07-18 16:59,Phân loại hàng: Hương Trà Xanh,"
👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼",,0,126,0,3.8116086e-14
753,huynhcamtu2k3,5,2018-06-18 19:38,, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,,0,126,1,0.7288664
754,khuyen.kamile,5,2020-07-31 20:29,Phân loại hàng: Hương Ngọc Lan Tây,Rẻ đẹp...,,0,126,1,0.9153067
755,nhunnhunshop,5,2021-02-24 15:02,Phân loại hàng: Hương Ngọc Lan Tây,Đã mua 1 lần rồi khá hài lòng🥰,,0,126,0,0.085177906
756,nhung.htytna,5,2020-10-18 12:43,Phân loại hàng: Hương Ngọc Lan Tây,Hiệu quả chưa biết thế nào nhưng nắp chai xịt chống muỗi lỏng lẻo,,0,127,0,6.4574897e-07
757,chiphuong159,5,2018-04-29 16:35,, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,,0,127,0,0.044327922
758,Người dùng Shopee,5,2018-05-11 17:05,, Chất lượng sản phẩm tuyệt vời :))) Mùi cúc la mã ngửi đúng thích luôn ý . Thời gian thơm hơiss bị lâu hahahah 😂😂 Thời gian giao hàng rất nhanh,,0,127,0,0.0006148073
760,linhcei0503,5,2020-02-17 16:27,Phân loại hàng: Hương Ylang Ylang,Mùi thơm lắm ahhh,,0,127,1,0.9269708
762,nhung.htytna,5,2020-10-18 12:43,Phân loại hàng: Hương Ngọc Lan Tây,Hiệu quả chưa biết thế nào nhưng nắp chai xịt chống muỗi lỏng lẻo,,0,128,1,0.9651329
763,chiphuong159,5,2018-04-29 16:35,, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,,0,128,1,0.82762164
764,Người dùng Shopee,5,2018-05-11 17:05,, Chất lượng sản phẩm tuyệt vời :))) Mùi cúc la mã ngửi đúng thích luôn ý . Thời gian thơm hơiss bị lâu hahahah 😂😂 Thời gian giao hàng rất nhanh,,0,128,0,0.0006148073
766,linhcei0503,5,2020-02-17 16:27,Phân loại hàng: Hương Ylang Ylang,Mùi thơm lắm ahhh,,0,128,1,0.9269708
