,Username,Rating,Posted At,Product Categories,Review Text,Shop's response,Likes,Page,Class,Probability
353,s*****t,5,2022-09-09 11:59,,"Sản phẩm dùng rất tốt, shop đóng gói kĩ, giao hàng nhanh chóng","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,59,0,0.39232433
354,Người dùng Shopee,5,2022-09-28 18:09,,"Công dụng: hồi chinh
Mùi hương: thoem
Dành cho da: mụn
Sài ok tầm 1 tuần bớt thâm bớt mụn","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé",0,60,0,3.6464687e-07
355,_*****_,5,2022-07-26 09:57,,"Công dụng: Trị mụn
Mùi hương: Không
Dành cho da: Mụn
Shop giao hàng nhanh, sản phẩm dùng ổn , cồi mụn đẩy lên và dễ nặn","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.

",0,60,1,0.99490935
356,t*****3,5,2022-11-09 10:40,,"Công dụng: trị mụn
Dành cho da: mụn
Giao hàng nhanh mua lần thứ 2 ở đây rui sẽ ủng hộ tiếp , mua còn được tặng thêm miếng dán mụn và gel rửa mặt nữa thích cực 💞","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé 
",0,60,0,0.016746359
357,l*****0,5,2022-09-08 19:07,,"Công dụng: chấm mụn
Mùi hương: như cũ.
Dành cho da: :V. loại này xài oke hơn loại cũ. do nó ko để làm lớp màng.","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,60,0,8.674004e-10
358,xuankhoiphamtran,5,2022-05-07 11:26,,"Kem giảm mụn chuyên sâu dùng ổn, mình đã mua mấy lần rồi Shop đóng gói cẩn thận",,0,60,0,0.02845284
359,s*****t,5,2022-09-09 11:59,,"Sản phẩm dùng rất tốt, shop đóng gói kĩ, giao hàng nhanh chóng","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,60,0,0.39232433
360,m*****2,5,2022-09-25 13:03,,"Công dụng: Ngừa mụn, vết thâm,...
Mùi hương: Thơm phức
Dành cho da: Hỏng biết nữa
Mùi thơm như Romano vậy á!","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé 
",0,61,0,1.4194986e-11
361,n*****n,5,2022-09-08 22:36,,"Công dụng: trị mụn
Nhận hàng rất nhanh, hộp thuốc còn nguyên vẹn, đang dùng thấy cũng ổn","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.",0,61,0,9.1359444e-09
362,d*****2,5,2022-05-06 17:19,,"Giao nhanh, đóng gói cẩn thận. Chưa sử dụng nhưng mong là thương hiệu lớn thì sản phẩm sẽ ổn áp",,0,61,0,0.025350109
363,17_8_pdaw3,5,2022-11-08 17:47,,"Hàng đẹp, giao hàng đúng hẹn, sài tốt, giảm mụn hiệu quả, nhưng kích thước hơi nhỏ","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,61,1,1.0
364,piuuuuuuuuuuuuuuuuuuuu99,5,2022-10-31 12:16,,Kem trị mụn này trc mình dùng rất hiệu quả. Mụn sưng mủ bôi mấy bữa khỏi k để lại sẹo luôn.,"Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,61,0,0.21362631
365,3irngpqxr7,5,2022-09-12 12:48,,"Pass chống nắng dạng sữa 80k/1chai, 2chai 150k
Dầu tẩy trang của nhật 90k/1chai","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,61,0,4.82382e-07
366,khanhhuyen_2511,5,2022-09-12 14:46,,"hàng auth nên mn yên tâm nha , giao đủ khong bị thiếu đâu nha. mãi iu","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,62,0,0.041586373
367,nguyenle210284,5,2022-10-09 21:34,,"Công dụng: trị mụn
Mùi hương: nhẹ
Dành cho da: mụn
Shop giao hàng nhanh. Chưa dùng nên chưa biết có tác dụng ko.","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ạ ..
",0,62,0,8.894735e-06
368,hienhieubui,5,2022-10-14 01:18,,"Công dụng: trị mụn
Sản phẩm y hình, tuy nhiên mình dùng thấy cũng không hiệu quả lắm","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,62,0,2.444789e-08
369,Người dùng Shopee,5,2022-08-24 10:41,,"Đầy đủ sản phẩm, giao hàng nhanh,  shipper thân thiện. 
Sản phẩm có mùi dễ chịu.","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.",0,62,0,2.5320767e-05
370,ttyn11062003,5,2022-06-15 00:38,,Chất lượng sản phẩm rất tuyệt vời . đóng gói sản phẩm đẹp . shop phục vụ rất tốt,,0,62,0,4.3788007e-10
371,d*****h,5,2022-09-03 13:24,,"Giao giống hình,  chưa xài nên không biết công dụng, giao nhanh, đóng gói tạm được","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,62,0,0.008388274
372,khanhhuyen_2511,5,2022-09-12 14:46,,"hàng auth nên mn yên tâm nha , giao đủ khong bị thiếu đâu nha. mãi iu","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,63,0,0.041586373
